"";"pathway";"pval";"padj";"ES";"NES";"nMoreExtreme";"size";"leadingEdge"
"11";"HALLMARK_PANCREAS_BETA_CELLS";0,12037037037037;0,171957671957672;0,490148705289483;1,30405632065805;77;40;"INSM1,NKX2-2,IAPP,NKX6-1,SRPRB,SYT13,CHGA,GCG,SEC11A,PDX1,DCX,SCGN,SPCS1,SRP9"
"12";"HALLMARK_CHOLESTEROL_HOMEOSTASIS";0,110294117647059;0,16219723183391;0,43724250224617;1,27327075924863;74;74;"FABP5,TRIB3,GLDC,TP53INP1,FASN,MAL2,LPL,GNAI1,CBS,ALCAM,TMEM97,ATF5,GUSB,ABCA2,ACTG1,TM7SF2,ERRFI1,CHKA,SCD,ANXA5"
"13";"HALLMARK_SPERMATOGENESIS";0,0711462450592885;0,111166007905138;0,404985454161354;1,26600474375877;53;134;"ADAM2,ACRV1,ALOX15,NEK2,CDK1,BUB1,NCAPH,CDKN3,TCP11,EZH2,GAD1,H1-6,TTK,OAZ3,THEG,MAP7,DBF4,ART3,SNAP91,PACRG,AURKA,SLC12A2,CCNB2,MTOR,STRBP,GMCL1,PIAS2,KIF2C,TALDO1,ACRBP,TNP2,HTR5A,TOPBP1,CNIH2,SCG3,MEP1B,PGK2,CLGN,PHKG2,DDX25,ACTL7B,CRISP2,GRM8,CLPB,DMRT1,RAD17,MLF1"
"14";"HALLMARK_GLYCOLYSIS";0,0566502463054187;0,0913713650087399;0,383965212763103;1,26037041961746;45;199;"B3GAT1,FBP2,TFF3,HMMR,CENPA,CDK1,SLC25A10,KIF20A,CLDN3,DSC2,TXN,CYB5A,TSTA3,LHX9,STMN1,MDH2,BIK,GUSB,SRD5A3,LDHA,GFPT1,PPIA,SOX9,B3GALT6,MIF,HK2,PFKFB1,SLC25A13,COPB2,HS2ST1,PMM2,IDUA,AKR1A1,HOMER1,HSPA5,ENO1,GMPPB,LCT,DEPDC1,PGLS,AURKA,VLDLR,AGRN,PAXIP1,CASP6,SLC35A3,POLR3K,HDLBP,BPNT1,SAP30,ABCB6,TALDO1,CHPF2,ANKZF1,GNE,RBCK1,ALG1,ELF3,PGM2,RARS1,TPI1,GMPPA,CLDN9,IL13RA1,B3GAT3,KDELR3,MPI"
"15";"HALLMARK_MITOTIC_SPINDLE";0,0849753694581281;0,128750559785043;0,372015707427506;1,22114602492382;68;199;"TPX2,NEK2,CENPF,DLGAP5,TOP2A,KIF4A,CDK1,BUB1,BIRC5,NUSAP1,ECT2,PDLIM5,CENPE,KIF11,ESPL1,LMNB1,RACGAP1,ARFIP2,PRC1,DOCK4,TTK,PLK1,CYTH2,ARF6,NET1,SAC3D1,EPB41,CD2AP,ANLN,TLK1,RAPGEF5,YWHAE,AURKA,ARHGAP29,RALBP1,CCNB2,NCK1,PXN"
"16";"HALLMARK_PI3K_AKT_MTOR_SIGNALING";0,171581769436997;0,231056864681812;0,389074567327307;1,19098392846039;127;105;"TRIB3,CDK1,MAP2K6,ACACA,AKT1S1,HSP90B1,AC093012.1,CALR,PLA2G12A,THEM4,GSK3B,ARPC3,NCK1,PPP1CA,PDK1,ITPR2,UBE2N,PIK3R3,GRK2,CDK4,ARF1,PRKAA2,CAB39L,RPS6KA1,PRKAG1,MKNK2,EIF4E,ARHGDIA,CFL1,PPP2R1B,CAB39,MAP2K3,MYD88,MAPK9"
"17";"HALLMARK_BILE_ACID_METABOLISM";0,175603217158177;0,231056864681812;0,383347599174541;1,17894802807352;130;112;"AMACR,SLCO1A2,SLC27A2,BBOX1,AKR1D1,ACSL5,PAOX,HSD3B7,DIO1,SLC35B2,CYP39A1,ABCA3,HSD17B4,HSD17B11,ABCA2,TTR,SLC27A5,DHCR24,ACSL1,ALDH1A1,GC,ABCA9"
"18";"HALLMARK_PEROXISOME";0,275537634408602;0,353253377446926;0,360805285836219;1,10400276914051;204;104;"TOP2A,SLC27A2,CADM1,ACSL5,PABPC1,HSD3B7,DIO1,ECI2,SLC35B2,HSD17B4,HSD17B11,TTR,ALB,MSH2,CDK7,SMARCC1,SLC25A19,DHCR24,ELOVL5,ACSL1,NUDT19,ALDH1A1,SLC25A17"
"19";"HALLMARK_XENOBIOTIC_METABOLISM";0,325552825552826;0,387562887562888;0,325033280402252;1,06789214337656;264;200;"ACSM1,TDO2,DDC,FBP1,PYCR1,TYR,ENTPD5,APOE,UGDH,RAP1GAP,PDLIM5,MCCC2,CYP2J2,SHMT2,CYB5A,GAD1,TMEM97,CYFIP2,BPHL,SMOX,MAOA,DDT,PROS1,PTGR1,TKFC,GCH1,ANGPTL3,ASL,CNDP2,ELOVL5,AHCY,GART,SSR3,AKR1C3,NFS1,SERPINE1,DCXR,CASP6,PTS,HES6,DHRS7,CA2,VNN1,PGD,SLC35B1,HPRT1,MTHFD1,ACP1"
"20";"HALLMARK_ALLOGRAFT_REJECTION";0,492628992628993;0,557053009883199;0,302768083049999;0,994740159389649;400;200;"HLA-DMB,GCNT1,CDKN2A,F2R,NME1,CCL11,INHBA,IL12B,RPL39,RIPK2,C2,TPD52,NPM1,GALNT1,RPS19,RPS3A,MRPL3,IL11,CD80,IFNGR2,CCL4,LY86,CXCL9,EIF3J,EIF5A,MTIF2,RPL9,CCL22,RPS9,ICAM1,NCK1,CSK,IL7,UBE2N,IGSF6,ABCE1,DEGS1,EIF3A"
"21";"HALLMARK_PROTEIN_SECRETION";0,485175202156334;0,557053009883199;0,32527265866659;0,984885612831511;359;96;"ICA1,KRT18,TPD52,COPB2,ARFGAP3,TOM1L1,SGMS1,TMED2,SCAMP3,CLCN3,COPE,COPB1,GOLGA4,LMAN1,VAMP7,ARF1,ABCA1,SEC24D,RAB5A,AP2S1,CLTA,RER1,USO1,CTSC,ATP1A1,SEC22B,BET1,YKT6,PPT1,TMED10,ARFGEF1,CLTC,TSPAN8,TMX1,ERGIC3,SOD1,ZW10,ATP7A,GLA,SEC31A,ARCN1,TSG101,RPS6KA3,RAB2A,YIPF6"
"22";"HALLMARK_INFLAMMATORY_RESPONSE";0,583538083538084;0,62078519525328;0,290182940619875;0,95339185589355;474;200;"HPN,FFAR2,ROS1,CXCL11,OLR1,MYC,INHBA,IL12B,RIPK2,F3,SLC7A1,SLC4A4,SCN1B,CLEC5A,MSR1,RNF144B,TNFSF10,ATP2C1,GCH1,P2RX4,SLC31A2,IFNGR2,ADM,CXCL9,KLF6,APLNR,CCL22,KCNMB2,SERPINE1,ICAM1,FZD5,C3AR1,CCRL2,SGMS2,CXCL10,IFNAR1,EBI3"
"23";"HALLMARK_HEME_METABOLISM";0,597051597051597;0,621928746928747;0,288515286710683;0,947912803086117;485;200;"TYR,SLC7A11,RAP1GAP,MBOAT2,ADD2,BCAM,ASNS,SMOX,TRIM58,PDZK1IP1,HMBS,EIF2AK1,NUDT4,ATG4A,EPB41,KDM7A,PSMD9,E2F2,ADIPOR1,ALDH1L1,PGLS,NARF,RANBP10,CPOX,CLCN3,DCUN1D1,OSBP2,ALDH6A1,GYPB,CA2,ABCB6,TOP1,SDCBP,SLC25A38,GDE1,PRDX2,TCEA1,XK,HTATIP2,FBXO9,CA1,DCAF11,RHCE,MAP2K3,TFRC,HDGF,H1-0,TSPO2,SLC6A8,ISCA1,PICALM,HBQ1,BACH1,LPIN2,BMP2K,ENDOD1"
"24";"HALLMARK_HEDGEHOG_SIGNALING";0,553090332805071;0,601185144353338;0,360188415625574;0,939647795093715;348;36;"SLIT1,NKX6-1,SHH,NRCAM,HEY2,RTN1,CDK5R1,VLDLR"
"25";"HALLMARK_UV_RESPONSE_UP";0,717391304347826;0,732031943212067;0,27976283699466;0,895181904402018;560;158;"GAL,COL2A1,EPCAM,RET,PPAT,E2F5,ASNS,MAPK8IP2,DDX21,MAOA,POLR2H,SULT1A1,GCH1,TARS1,RPN1,TGFBRAP1,EIF2S3,CHKA,TST,ICAM1,FEN1,GRPEL1,CA2,POLE3,AMD1,H2AX,MRPL23,ATP6V1F,SPR,STIP1,BID,ATP6V1C1,AP2S1,FMO1,SHOX2,TCHH,LYN,CCNE1,NUP58,TFRC,HMOX1,DNAJA1,CLCN2,SLC6A8,FKBP4,CNP,CHRNA5,WIZ"
